chrom,start0,end0,gene_id,gene_name,strand
chr1,29563027,29653325,ENSG00000060656.20_10,PTPRU,+
chr1,31049501,31049672,ENSG00000289710.1_3,ENSG00000289710,-
chr1,31184123,31196432,ENSG00000162510.6_9,MATN1,-
chr1,31205315,31230621,ENSG00000162511.8_9,LAPTM5,-
chr1,31342312,31381605,ENSG00000162512.16_11,SDC3,-
chr1,31404352,31538838,ENSG00000134644.16_17,PUM1,-
chr1,31652591,31712734,ENSG00000084628.10_9,NKAIN1,-
chr1,31732414,31769635,ENSG00000060688.13_10,SNRNP40,-
chr1,31769828,31837800,ENSG00000121766.16_8,ZCCHC17,+
chr1,31838099,31849697,ENSG00000121769.8_16,FABP3,-
chr1,31882411,31907527,ENSG00000168528.12_11,SERINC2,+
chr1,31902191,31902614,ENSG00000268950.1,AC114494.1,-
chr1,32042085,32053287,ENSG00000142910.16_11,TINAGL1,+
chr1,32083286,32098119,ENSG00000121764.12_7,HCRTR1,+
chr1,32095466,32110497,ENSG00000162517.13_9,PEF1,-
chr1,32117863,32169920,ENSG00000084636.18_11,COL16A1,-
chr1,32192717,32230494,ENSG00000121753.13_20,ADGRB2,-
chr1,32256022,32281623,ENSG00000134668.13_18,SPOCD1,-
chr1,32372021,32410457,ENSG00000184007.22_16,PTP4A2,-
chr1,32379173,32380745,ENSG00000212673.1,AL136115.1,+
chr1,32385163,32403611,ENSG00000288678.2_7,ENSG00000288678,-
chr1,32479468,32526451,ENSG00000121774.18_7,KHDRBS1,+
chr1,32537631,32568467,ENSG00000121775.18_9,TMEM39B,+
chr1,32573656,32642164,ENSG00000025800.14_10,KPNA6,+
chr1,32645275,32663886,ENSG00000084652.16_7,TXLNA,+
chr1,32666195,32671054,ENSG00000160050.16_9,CCDC28B,+
chr1,32671271,32674283,ENSG00000160051.12_11,IQCC,+
chr1,32674689,32681793,ENSG00000222046.3_6,DCDC2B,+
chr1,32680072,32687960,ENSG00000160055.20_10,TMEM234,-
chr1,32686677,32710998,ENSG00000084623.12_12,EIF3I,+
chr1,32712822,32714457,ENSG00000183615.6_7,FAM167B,+
chr1,32716844,32751766,ENSG00000182866.18_11,LCK,+
chr1,32757683,32799236,ENSG00000116478.13_10,HDAC1,+
chr1,32799439,32801834,ENSG00000175130.7_9,MARCKSL1,-
chr1,32817121,32829913,ENSG00000162526.7_7,TSSK3,+
chr1,32826870,32829879,ENSG00000225828.2_12,FAM229A,-
chr1,32830233,32860332,ENSG00000160058.19_8,BSDC1,-
chr1,32930657,33066393,ENSG00000254553.1_12,ENSG00000254553,+
chr1,32930672,32962287,ENSG00000273274.2_8,ZBTB8B,+
chr1,33005027,33071542,ENSG00000160062.15_8,ZBTB8A,+
chr1,33065772,33116504,ENSG00000176261.16_14,ZBTB8OS,-
chr1,33116742,33151812,ENSG00000162521.19_15,RBBP4,+
chr1,33145506,33169197,ENSG00000162520.15_18,SYNC,-
chr1,33207430,33240571,ENSG00000162522.11_13,NHSL3,+
chr1,33240837,33283632,ENSG00000134684.13_11,YARS1,-
chr1,33282367,33324476,ENSG00000116497.18_10,S100PBP,+
chr1,33327868,33338083,ENSG00000160097.21_13,FNDC5,-
chr1,33351594,33364042,ENSG00000121905.10_7,HPCA,+
chr1,33360194,33367039,ENSG00000121900.19_9,TMEM54,-
chr1,33402045,33430410,ENSG00000116514.17_15,RNF19B,-
chr1,33439267,33439642,ENSG00000267885.1,FKSG48,+
chr1,33473586,33546597,ENSG00000004455.18_16,AK2,-
chr1,33546704,33589093,ENSG00000142920.18_9,AZIN2,+
chr1,33610999,33647660,ENSG00000116525.14_9,TRIM62,-
chr1,33722092,33766320,ENSG00000160094.15_9,ZNF362,+
chr1,33772366,33786699,ENSG00000184389.9_9,A3GALT2,-
chr1,33789223,33896696,ENSG00000134686.21_15,PHC2,-
chr1,33938245,33967243,ENSG00000121903.15_6,ZSCAN20,+
chr1,33979597,34631443,ENSG00000121904.19_13,CSMD2,-
chr1,34326075,34330392,ENSG00000176256.11_13,HMGB4,+
chr1,34632483,34684732,ENSG00000142698.15_10,C1orf94,+
chr1,35178337,35325356,ENSG00000163866.9_10,SMIM12,-
chr1,35220647,35224113,ENSG00000189280.3_5,GJB5,+
chr1,35225340,35227928,ENSG00000189433.7_9,GJB4,+
chr1,35246814,35251970,ENSG00000188910.8_7,GJB3,+
chr1,35258599,35261348,ENSG00000187513.9_8,GJA4,+
chr1,35331036,35395251,ENSG00000116544.12_9,DLGAP3,-
chr1,35439956,35450914,ENSG00000284773.1_10,ENSG00000284773,-
chr1,35446980,35450948,ENSG00000243749.2_10,TMEM35B,-
chr1,35447133,35497342,ENSG00000271741.1_14,ENSG00000271741,-
chr1,35451765,35497546,ENSG00000163867.17_12,ZMYM6,-
chr1,35497772,35584419,ENSG00000197056.12_11,ZMYM1,+
chr1,35641978,35659047,ENSG00000116560.12_10,SFPQ,-
chr1,35734309,35887659,ENSG00000146463.12_14,ZMYM4,+
chr1,35859483,36023551,ENSG00000142687.19_12,KIAA0319L,-
chr1,36023073,36032875,ENSG00000020129.16_12,NCDN,+
chr1,36038914,36060929,ENSG00000116819.9_8,TFAP2E,+
chr1,36065141,36107127,ENSG00000126067.12_9,PSMB2,-
chr1,36179477,36184495,ENSG00000142686.8_9,C1orf216,-
chr1,36185818,36235579,ENSG00000092853.14_13,CLSPN,-
chr1,36273616,36323491,ENSG00000134698.11_7,AGO4,+
chr1,36335408,36396133,ENSG00000092847.14_13,AGO1,+
chr1,36396318,36538101,ENSG00000126070.20_7,AGO3,+
chr1,36549694,36553876,ENSG00000092850.12_8,TEKT2,+
chr1,36554492,36559533,ENSG00000116863.11_7,ADPRS,+
chr1,36560839,36590823,ENSG00000171812.13_14,COL8A2,-
chr1,36602170,36621654,ENSG00000054116.12_9,TRAPPC3,-
chr1,36621179,36646450,ENSG00000116871.16_18,MAP7D1,+
chr1,36690032,36770958,ENSG00000054118.15_10,THRAP3,+
chr1,36771968,36794941,ENSG00000214193.12_16,SH3D21,+
chr1,36787630,36789755,ENSG00000142694.7_7,EVA1B,-
chr1,36805224,36851525,ENSG00000196182.11_15,STK40,-
chr1,36856838,36863509,ENSG00000181817.6_9,LSM10,-
chr1,36881427,36916052,ENSG00000116885.18_14,OSCP1,-
chr1,36921318,36929985,ENSG00000116898.12_9,MRPS15,-
chr1,36931643,36948879,ENSG00000119535.20_21,CSF3R,-
chr1,37261127,37500116,ENSG00000163873.10_10,GRIK3,-
chr1,37940180,37949978,ENSG00000163874.11_10,ZC3H12A,+
chr1,37955593,37980367,ENSG00000163875.16_13,MEAF6,-
chr1,38000049,38019894,ENSG00000163877.11_9,SNIP1,-
chr1,38022519,38032458,ENSG00000163879.11_11,DNALI1,+
chr1,38032416,38061538,ENSG00000134697.13_12,GNL2,-
chr1,38076950,38100564,ENSG00000169218.14_9,RSPO1,-
chr1,38147241,38157921,ENSG00000116922.15_16,AIRIM,-
chr1,38158152,38175391,ENSG00000134690.11_7,CDCA8,+
chr1,38179551,38230805,ENSG00000183317.17_15,EPHA10,-
chr1,38259518,38266809,ENSG00000185090.15_10,MANEAL,+
chr1,38268616,38273880,ENSG00000196449.4_9,YRDC,-
chr1,38272650,38275126,ENSG00000197982.14_9,C1orf122,+
chr1,38275245,38325264,ENSG00000188786.10_9,MTF1,-
chr1,38292231,38293886,ENSG00000230610.1,AL929472.1,-
chr1,38326368,38412725,ENSG00000204084.14_18,INPP5B,-
chr1,38422646,38455747,ENSG00000183431.12_9,SF3A3,-
chr1,38462435,38471278,ENSG00000183386.11_10,FHL3,-
chr1,38474929,38490492,ENSG00000183520.12_8,UTP11,+
chr1,38509500,38512465,ENSG00000185668.8_9,POU3F1,-
chr1,39303869,39325444,ENSG00000116954.8_9,RRAGC,-
chr1,39328164,39339040,ENSG00000214114.9_10,MYCBP,-
chr1,39330172,39347289,ENSG00000274944.4_14,ENSG00000274944,-
chr1,39339740,39347259,ENSG00000131233.10_10,GJA9,-
chr1,39351478,39407502,ENSG00000158315.11_10,RHBDL2,-
chr1,39456947,39471731,ENSG00000174574.16_11,AKIRIN1,+
chr1,39491989,39500308,ENSG00000168653.11_7,NDUFS5,+
chr1,39546987,39952849,ENSG00000127603.32_23,MACF1,+
chr1,39957307,39995541,ENSG00000183682.8_8,BMP8A,+
chr1,40026380,40042462,ENSG00000090621.15_19,PABPC4,-
chr1,40089106,40105315,ENSG00000163909.8_9,HEYL,-
chr1,40116900,40137779,ENSG00000116981.4_8,NT5C1A,-
chr1,40144319,40157157,ENSG00000116983.13_9,HPCAL4,-
chr1,40157853,40229586,ENSG00000084072.17_10,PPIE,+
chr1,40222853,40254537,ENSG00000116985.12_10,BMP8B,-
chr1,40235194,40237020,ENSG00000198754.5_8,OXCT2,-
chr1,40303781,40349183,ENSG00000043514.17_16,TRIT1,-
chr1,40361099,40367928,ENSG00000116990.12_16,MYCL,-
chr1,40420783,40435640,ENSG00000168389.18_9,MFSD2A,+
chr1,40505904,40538321,ENSG00000131236.18_17,CAP1,+
chr1,40538381,40562932,ENSG00000131238.18_20,PPT1,-
chr1,40627058,40706593,ENSG00000117000.9_7,RLF,+
chr1,40711618,40717356,ENSG00000188800.6_7,TMCO2,+
chr1,40723712,40759852,ENSG00000084073.10_7,ZMPSTE24,+
chr1,40766160,40783485,ENSG00000049089.15_18,COL9A2,-
chr1,40810521,40888998,ENSG00000084070.12_10,SMAP2,+
chr1,40915773,40929390,ENSG00000187801.15_8,ZFP69B,+
chr1,40942961,40962015,ENSG00000187815.10_7,ZFP69,+
chr1,40974412,40981710,ENSG00000164002.12_14,EXO5,+
chr1,40997244,41013839,ENSG00000117010.17_8,ZNF684,+
chr1,41086351,41131354,ENSG00000117016.10_9,RIMS3,-
chr1,41157319,41237275,ENSG00000066136.21_16,NFYC,+
chr1,41249458,41306124,ENSG00000117013.17_16,KCNQ4,+
chr1,41326725,41328035,ENSG00000179862.7_8,CITED4,-
chr1,41444971,41478237,ENSG00000171793.17_19,CTPS1,+
chr1,41481260,41488909,ENSG00000171790.16_16,SLFNL1,-
chr1,41492873,41707978,ENSG00000010803.18_18,SCMH1,-
chr1,41827593,41849262,ENSG00000204060.8_14,FOXO6,+
chr1,41944445,41950354,ENSG00000127129.10_9,EDN2,-
chr1,41972035,42501596,ENSG00000127124.16_16,HIVEP3,-
chr1,42050976,42094487,ENSG00000284895.1_10,ENSG00000284895,-
chr1,42619080,42621491,ENSG00000044012.4_7,GUCA2B,+
chr1,42628360,42630416,ENSG00000197273.4_9,GUCA2A,-
chr1,42642209,42801548,ENSG00000198815.9_16,FOXJ3,-
chr1,42846462,42889903,ENSG00000177181.15_9,RIMKLA,+
chr1,42895999,42921924,ENSG00000066185.13_9,ZMYND12,-
chr1,42921787,42939056,ENSG00000127125.9_8,PPCS,+
chr1,42928891,43122861,ENSG00000186409.19_23,CCDC30,+
chr1,43124005,43142429,ENSG00000171960.12_10,PPIH,+
chr1,43148088,43169476,ENSG00000065978.19_8,YBX1,+
chr1,43198763,43205925,ENSG00000164007.11_13,CLDN19,-
chr1,43212005,43232755,ENSG00000117385.16_11,P3H1,-
chr1,43232915,43245162,ENSG00000164008.17_10,C1orf50,+
chr1,43232962,43260164,ENSG00000283580.4_14,ENSG00000283580,+
chr1,43250661,43282290,ENSG00000274386.6_13,TMEM269,+
chr1,43272722,43283068,ENSG00000177868.12_9,SVBP,-
chr1,43282792,43310662,ENSG00000164010.15_12,ERMAP,+
chr1,43312243,43318148,ENSG00000164011.18_13,ZNF691,+
chr1,43391023,43424564,ENSG00000117394.24_14,SLC2A1,-
chr1,43610823,43622067,ENSG00000186973.11_8,CFAP144,+
chr1,43629845,43736607,ENSG00000117395.13_12,EBNA1BP2,-
chr1,43638000,43720029,ENSG00000243710.8_14,CFAP57,+
chr1,43735653,43739673,ENSG00000179178.11_10,TMEM125,+
chr1,43747547,43751288,ENSG00000253313.6_9,C1orf210,-
chr1,43766652,43788779,ENSG00000066056.15_7,TIE1,+
chr1,43803488,43820137,ENSG00000117400.18_17,MPL,+
chr1,43824651,43828874,ENSG00000117399.14_7,CDC20,+
chr1,43829068,43833745,ENSG00000066322.15_10,ELOVL1,-
chr1,43849587,43855479,ENSG00000159479.17_9,MED8,-
chr1,43855552,43919918,ENSG00000198198.17_17,SZT2,+
chr1,43916659,43919660,ENSG00000178922.18_17,HYI,-
chr1,43990857,44089337,ENSG00000142949.18_15,PTPRF,+
chr1,44115819,44171189,ENSG00000066135.13_13,KDM4A,+
chr1,44115819,44396686,ENSG00000284989.1_9,ENSG00000284989,+
chr1,44171494,44396837,ENSG00000126091.21_23,ST3GAL3,+
chr1,44398991,44402912,ENSG00000117407.17_18,ARTN,+
chr1,44412621,44433694,ENSG00000117408.11_7,IPO13,+
chr1,44435671,44439041,ENSG00000132768.14_10,DPH2,+
chr1,44440158,44443967,ENSG00000117410.14_9,ATP6V0B,+
chr1,44444614,44456842,ENSG00000117411.18_12,B4GALT2,+
chr1,44457030,44462200,ENSG00000159214.13_8,CCDC24,+
chr1,44457171,44497139,ENSG00000196517.13_15,SLC6A9,-
chr1,44584492,44600812,ENSG00000171872.5_7,KLF17,+
chr1,44603492,44607303,ENSG00000283039.1_10,KLF18,-
chr1,44679126,44686353,ENSG00000178028.14_10,DMAP1,+
chr1,44686741,44820932,ENSG00000117419.16_12,ERI3,-
chr1,44870865,45117395,ENSG00000187147.19_11,RNF220,+
chr1,45100909,45140153,ENSG00000126106.14_11,TMEM53,-
chr1,45140363,45191263,ENSG00000198520.12_17,ARMH1,+
chr1,45205489,45233439,ENSG00000142945.13_16,KIF2C,+
chr1,45240922,45244451,ENSG00000142937.12_7,RPS8,+
chr1,45247507,45253842,ENSG00000142959.6_10,BEST4,-
chr1,45266048,45271667,ENSG00000173846.14_8,PLK3,+
chr1,45271564,45273023,ENSG00000188396.4_8,DYNLT4,-
chr1,45274194,45283053,ENSG00000222009.10_10,BTBD19,+
chr1,45284825,45308925,ENSG00000117425.15_13,PTCH2,-
chr1,45316193,45452394,ENSG00000070785.17_12,EIF2B3,-
chr1,45468211,45476996,ENSG00000126107.15_9,HECTD3,-
chr1,45476621,45481247,ENSG00000126088.14_18,UROD,+
chr1,45482070,45771881,ENSG00000162415.7_10,ZSWIM5,-
chr1,45792566,45794382,ENSG00000186603.7_7,HPDL,+
chr1,45794834,45806565,ENSG00000132781.22_23,MUTYH,-
chr1,45794933,45956827,ENSG00000288208.1_10,ENSG00000288208,-
chr1,45805723,45809645,ENSG00000132773.12_7,TOE1,+
chr1,45809554,45956835,ENSG00000070759.17_9,TESK2,-
chr1,45959537,45965751,ENSG00000280670.3_18,CCDC163,-
chr1,45965971,45979054,ENSG00000132763.15_7,MMACHC,+
chr1,45976585,46008404,ENSG00000117450.15_12,PRDX1,-
chr1,46016214,46035721,ENSG00000117448.14_12,AKR1A1,+
chr1,46049517,46084576,ENSG00000132780.17_17,NASP,+
chr1,46085715,46089729,ENSG00000159588.15_13,CCDC17,-
chr1,46092975,46153785,ENSG00000159592.11_11,GPBP1L1,-
chr1,46153852,46160108,ENSG00000159596.7_7,TMEM69,+
chr1,46159995,46216325,ENSG00000197429.11_11,IPP,-
chr1,46252658,46501794,ENSG00000086015.23_14,MAST2,+
chr1,46505811,46598708,ENSG00000117461.15_14,PIK3R3,-
chr1,46509332,46642160,ENSG00000278139.1_14,P3R3URF-PIK3R3,-
chr1,46640744,46651634,ENSG00000117472.10_7,TSPAN1,+
chr1,46641157,46642160,ENSG00000250719.2_13,P3R3URF,-
chr1,46654354,46685977,ENSG00000085998.15_11,POMGNT1,-
chr1,46669005,46686928,ENSG00000171357.6_7,LURAP1,+
chr1,46712132,46744152,ENSG00000085999.13_14,RAD54L,+
chr1,46726867,46769288,ENSG00000132128.18_12,LRRC41,-
chr1,46769369,46782448,ENSG00000173660.12_7,UQCRH,+
chr1,46806460,46834890,ENSG00000117481.12_10,NSUN4,+
chr1,46859988,46879520,ENSG00000117480.16_7,FAAH,+
chr1,46955507,46981888,ENSG00000197587.12_11,DMBX1,+
chr1,46997837,47009641,ENSG00000282881.3_13,TMEM275,-
chr1,47011312,47017319,ENSG00000162456.10_9,KNCN,-
chr1,47023078,47082515,ENSG00000079277.22_22,MKNK1,-
chr1,47073390,47082483,ENSG00000142961.16_11,MOB3C,-
chr1,47098408,47139539,ENSG00000123472.13_20,ATPAF1,-
chr1,47134526,47139266,ENSG00000186118.9_8,TEX38,+
chr1,47140330,47184818,ENSG00000159658.15_15,EFCAB14,-
chr1,47223509,47285085,ENSG00000142973.16_15,CYP4B1,+
chr1,47394848,47407156,ENSG00000187048.14_13,CYP4A11,-
chr1,47489340,47516423,ENSG00000186377.8_7,CYP4X1,+
chr1,47532902,47583990,ENSG00000186160.5_7,CYP4Z1,+
chr1,47603106,47615399,ENSG00000162365.13_11,CYP4A22,+
chr1,47649253,47656716,ENSG00000162366.8_9,PDZK1IP1,-
chr1,47681961,47697897,ENSG00000162367.12_10,TAL1,-
chr1,47715810,47780564,ENSG00000123473.17_18,STIL,-
chr1,47799461,47860538,ENSG00000162368.15_8,CMPK1,+
chr1,47881956,47883724,ENSG00000186790.6_7,FOXE3,+
chr1,47903715,47906363,ENSG00000186564.6_5,FOXD2,+
chr1,48226199,48463057,ENSG00000269113.4_10,TRABD2B,-
chr1,48226978,48227290,ENSG00000273395.1,FLJ00388,-
chr1,48569305,48569878,ENSG00000269709.1,AL109659.1,+
chr1,48688356,48714316,ENSG00000117834.13_12,SLC5A9,+
chr1,48761044,48937880,ENSG00000132122.12_15,SPATA6,-
chr1,48998525,50489626,ENSG00000186094.18_14,AGBL4,-
chr1,49193190,49242641,ENSG00000162373.13_10,BEND5,-
chr1,50459989,50461874,ENSG00000227839.1,AL645730.2,+
chr1,50489700,50669444,ENSG00000162374.18_20,ELAVL4,+
chr1,50883221,50889115,ENSG00000142700.12_9,DMRTA2,-
chr1,50902699,51425939,ENSG00000185104.21_11,FAF1,-
chr1,51426416,51440306,ENSG00000123080.12_9,CDKN2C,+
chr1,51567892,51613758,ENSG00000204006.11_12,C1orf185,+
chr1,51701944,51739119,ENSG00000123091.5_7,RNF11,+
chr1,51752929,51810788,ENSG00000085831.16_20,TTC39A,-
chr1,51819934,51985000,ENSG00000085832.18_16,EPS15,-
chr1,52042850,52264099,ENSG00000117859.19_20,OSBPL9,+
chr1,52254862,52344477,ENSG00000078618.23_16,NRDC,-
chr1,52373627,52456372,ENSG00000169213.7_9,RAB3B,-
chr1,52485802,52521444,ENSG00000117862.14_10,TXNDC12,-
chr1,52485824,52499022,ENSG00000285839.1_9,ENSG00000285839,-
chr1,52497774,52499482,ENSG00000198841.4_9,KTI12,-
chr1,52521870,52556388,ENSG00000134717.18_8,BTF3L4,+
chr1,52607760,52814343,ENSG00000157077.16_11,ZFYVE9,+
chr1,52811394,52831877,ENSG00000154222.15_15,CC2D1B,-
chr1,52838500,52870095,ENSG00000085840.13_11,ORC1,-
chr1,52870273,52886508,ENSG00000134748.13_7,PRPF38A,+
chr1,52873953,53019159,ENSG00000134744.14_23,TUT4,-
chr1,53068042,53074723,ENSG00000116157.6_7,GPX7,+
chr1,53098839,53135355,ENSG00000182183.15_8,SHISAL2A,+
chr1,53150120,53164019,ENSG00000162377.6_11,COA7,-
chr1,53192124,53293008,ENSG00000162378.13_7,ZYG11B,+
chr1,53308182,53360670,ENSG00000203995.11_11,ZYG11A,+
chr1,53361581,53392884,ENSG00000121310.17_10,ECHDC2,-
chr1,53392947,53517370,ENSG00000116171.19_16,SCP2,+
chr1,53527723,53551173,ENSG00000174348.14_15,PODN,+
chr1,53552850,53608310,ENSG00000162383.13_13,SLC1A7,-
chr1,53662463,53679869,ENSG00000157184.7_8,CPT2,+
chr1,53679770,53686306,ENSG00000162384.14_9,CZIB,-
chr1,53692571,53704190,ENSG00000162385.11_9,MAGOH,-
chr1,53708035,53794141,ENSG00000157193.18_23,LRP8,-
chr1,53878820,53905691,ENSG00000293253.2_2,ENSG00000293253,-
chr1,53925071,53933161,ENSG00000143006.7_5,DMRTB1,+
chr1,53971909,54204837,ENSG00000174332.6_12,GLIS1,-
chr1,54231150,54304136,ENSG00000058804.12_9,NDC1,-
chr1,54317391,54355471,ENSG00000058799.15_9,YIPF1,-
chr1,54356911,54376759,ENSG00000211452.12_12,DIO1,+
chr1,54382246,54411372,ENSG00000081870.12_10,IFT25,-
chr1,54411749,54433841,ENSG00000116212.16_11,LRRC42,+
chr1,54472970,54483859,ENSG00000203985.11_11,LDLRAD1,-
chr1,54492353,54519177,ENSG00000116209.12_12,TMEM59,-
chr1,54519256,54578192,ENSG00000116205.14_9,TCEANC2,+
chr1,54598358,54665746,ENSG00000256407.2_17,ENSG00000256407,-
chr1,54598359,54619443,ENSG00000157211.12_12,CDCP2,-
chr1,54635323,54665709,ENSG00000215883.11_12,CYB5RL,-
chr1,54635332,54637997,ENSG00000248835.2,AL357673.1,-
chr1,54649713,54691137,ENSG00000116221.15_6,MRPL37,+
chr1,54691104,54879152,ENSG00000157216.17_14,SSBP3,-
chr1,55007929,55104865,ENSG00000162390.18_7,ACOT11,+
chr1,55074853,55089229,ENSG00000162391.12_12,FAM151A,-
chr1,55107426,55175939,ENSG00000184313.20_16,MROH7,+
chr1,55107458,55207981,ENSG00000271723.5_8,MROH7-TTC4,+
chr1,55181533,55208330,ENSG00000243725.7_8,TTC4,+
chr1,55222570,55230196,ENSG00000162396.6_9,PARS2,-
chr1,55245384,55266996,ENSG00000006555.11_14,TTC22,-
chr1,55271735,55307925,ENSG00000162398.12_12,CIMAP2,+
chr1,55315299,55352868,ENSG00000116133.13_14,DHCR24,-
chr1,55352505,55457969,ENSG00000143001.7_8,TMEM61,+
chr1,55464605,55482845,ENSG00000162399.9_10,BSND,+
chr1,55505117,55530525,ENSG00000169174.13_11,PCSK9,+
chr1,55532031,55681051,ENSG00000162402.15_12,USP24,-
chr1,56639104,56990167,ENSG00000284686.1_16,ENSG00000284686,-
chr1,56960432,57110974,ENSG00000162407.9_10,PLPP3,-
chr1,57110986,57181008,ENSG00000162409.12_9,PRKAA2,+
chr1,57184461,57285369,ENSG00000187889.13_12,FYB2,-
chr1,57320440,57383896,ENSG00000157131.12_12,C8A,+
chr1,57394879,57440056,ENSG00000021852.14_15,C8B,-
chr1,57460450,59012406,ENSG00000173406.16_13,DAB1,-
chr1,58881055,59012474,ENSG00000162600.12_12,OMA1,-
chr1,59041104,59042924,ENSG00000184292.7_8,TACSTD2,-
chr1,59109111,59165762,ENSG00000162601.12_15,MYSM1,-
chr1,59242516,59249720,ENSG00000177606.9_10,JUN,-
chr1,59762309,60276319,ENSG00000172456.18_11,FGGY,+
chr1,60280457,60341994,ENSG00000134709.13_11,HOOK1,+
chr1,60358979,60392445,ENSG00000134716.11_10,CYP2J2,-
chr1,60452940,60539442,ENSG00000162598.13_13,C1orf87,-
chr1,61330930,61928460,ENSG00000162599.18_11,NFIA,+
chr1,62146717,62191095,ENSG00000162604.13_17,TM2D1,-
chr1,62208148,62644347,ENSG00000132849.22_12,PATJ,+
chr1,62660461,62700732,ENSG00000240563.3_8,L1TD1,+
chr1,62701836,62785105,ENSG00000132854.19_9,KANK4,-
chr1,62901967,62917475,ENSG00000162607.13_10,USP1,+
chr1,62919968,63154057,ENSG00000116641.18_22,DOCK7,-
chr1,63063190,63071984,ENSG00000132855.5_7,ANGPTL3,+
chr1,63073436,63075249,ENSG00000269624.1,AL138847.1,+
chr1,63249802,63331187,ENSG00000125703.15_8,ATG4C,+
chr1,63786554,64059392,ENSG00000142856.18_13,ITGB3BP,-
chr1,63788237,63790799,ENSG00000187140.6_7,FOXD3,+
chr1,63833245,63904224,ENSG00000088035.18_10,ALG6,+
chr1,63989042,64038364,ENSG00000203965.13_8,EFCAB7,+
chr1,64059081,64125916,ENSG00000079739.17_11,PGM1,+
chr1,64239687,64647181,ENSG00000185483.13_9,ROR1,+
chr1,64669305,64733051,ENSG00000177414.14_14,UBE2U,+
chr1,64935811,65158741,ENSG00000158966.16_14,CACHD1,+
chr1,65210757,65298915,ENSG00000162437.15_12,RAVER2,+
chr1,65298905,65533437,ENSG00000162434.14_19,JAK1,-
chr1,65613231,65697828,ENSG00000162433.15_8,AK4,+
chr1,65713901,65881554,ENSG00000116675.16_16,DNAJC6,+
chr1,65886269,65901690,ENSG00000213625.9_9,LEPROT,+
chr1,65886334,66107242,ENSG00000116678.20_11,LEPR,+
chr1,66258196,66840262,ENSG00000184588.18_15,PDE4B,+
chr1,66998949,67216822,ENSG00000118473.23_15,SGIP1,+
chr1,67218141,67244730,ENSG00000152760.10_7,DYNLT5,+
chr1,67263422,67266959,ENSG00000172410.5_7,INSL5,-
chr1,67278567,67390539,ENSG00000152763.17_13,DNAI4,-
chr1,67390577,67454302,ENSG00000198160.15_15,MIER1,+
chr1,67465032,67519831,ENSG00000116704.8_9,SLC35D1,-
chr1,67557847,67697536,ENSG00000203963.12_10,C1orf141,-
chr1,67604589,67725662,ENSG00000162594.17_11,IL23R,+
chr1,67773046,67864407,ENSG00000081985.14_16,IL12RB2,+
chr1,67873492,67896098,ENSG00000142864.15_13,SERBP1,-
chr1,68150883,68154017,ENSG00000116717.13_8,GADD45A,+
chr1,68167157,68299150,ENSG00000172380.6_9,GNG12,-
chr1,68511568,68517400,ENSG00000162595.8_12,DIRAS3,-
chr1,68564155,68698803,ENSG00000116729.14_14,WLS,-
chr1,68894504,68916786,ENSG00000116745.8_9,RPE65,-
chr1,68939834,68962904,ENSG00000024526.17_10,DEPDC1,-
chr1,70033604,70617628,ENSG00000033122.21_20,LRRC7,+
chr1,70610487,70671262,ENSG00000066557.6_9,LRRC40,-
chr1,70671364,70718735,ENSG00000116754.14_15,SRSF11,+
chr1,70724681,70820417,ENSG00000118454.13_9,ANKRD13C,-
chr1,70876900,70905534,ENSG00000116761.12_7,CTH,+
chr1,71318035,71513499,ENSG00000050628.21_17,PTGER3,-
chr1,71528973,71546972,ENSG00000132485.14_16,ZRANB2,-
chr1,71861625,72748222,ENSG00000172260.15_10,NEGR1,-
chr1,74491698,74663871,ENSG00000162620.16_16,LRRIQ3,-
chr1,74663918,75010077,ENSG00000259030.8_17,FPGT-TNNI3K,+
chr1,74663921,74699770,ENSG00000254685.8_12,FPGT,+
chr1,74701070,75010112,ENSG00000116783.15_15,TNNI3K,+
chr1,74935059,74978295,ENSG00000162621.7_10,LRRC53,-
chr1,75033800,75139476,ENSG00000178965.14_12,ERICH3,-
chr1,75171165,75199092,ENSG00000116791.14_15,CRYZ,-
chr1,75198835,75232362,ENSG00000162623.16_12,TYW3,+
chr1,75594118,75627218,ENSG00000162624.16_11,LHX8,+
chr1,75667813,76076799,ENSG00000137968.17_13,SLC44A5,-
chr1,76190115,76253260,ENSG00000117054.15_17,ACADM,+
chr1,76251881,76260771,ENSG00000137955.16_8,RABGGTB,+
chr1,76262566,76378927,ENSG00000057468.7_8,MSH4,+
chr1,76384557,76398089,ENSG00000154007.7_9,ASB17,-
chr1,76540430,77100288,ENSG00000184005.12_10,ST6GALNAC3,+
chr1,77333164,77533231,ENSG00000117069.15_7,ST6GALNAC5,+
chr1,77554673,77685115,ENSG00000142892.15_18,PIGK,-
chr1,77747703,78025651,ENSG00000154027.19_9,AK5,+
